id,title,context_tweet,text,pred_cot,gpt_regionalisms,dict_regionalisms,has_regionalisms,CHECK,Notas,
356128,"Beatriz Sarlo: ""Me equivoqué con Cristina Kirchner y Alberto Fernández""","Beatriz Sarlo: ""Me equivoqué con Cristina Kirchner y Alberto Fernández"" https://t.co/ACw8PTuCq2 https://t.co/sbo1b6ez6t",@usuario Hace 60 años que vive equivocada Sarlo. Todavía la siguen señalando como intelectual a esta vieja siniestra?,No hay expresiones regionales en este comentario. La respuesta final es no.,[],['vieja'],TRUE,0,,
344971,"""El pico del coronavirus se está ralentizando"", dijo Ginés González García","""El pico del coronavirus se está ralentizando"", dijo Ginés González García https://t.co/SNfXXt6VqS https://t.co/TudlVxVp8O","@usuario Lo peor de todo,que a este viejo borrachín cobra un sueldo,que se lo pagamos nosotros,Por favor,baya a su casa hacer la cuarentena 🙉🙈","respuesta: La expresión ""borrachín"" es un término regional en Argentina utilizado para referirse a una persona que bebe alcohol en exceso. La respuesta final es sí.",['borrachin'],['viejo'],TRUE,0,,
345000,"""El pico del coronavirus se está ralentizando"", dijo Ginés González García","""El pico del coronavirus se está ralentizando"", dijo Ginés González García https://t.co/SNfXXt6VqS https://t.co/TudlVxVp8O",@usuario Yo a este viejo no le creo ni el buenos días,"respuesta: El comentario contiene la expresión ""buenos días"", que es una expresión regional en Argentina usada para saludar por la mañana. La respuesta final es sí.",['buenos dias'],['viejo'],TRUE,0,,
349148,"El Gobierno criticó el nuevo banderazo: ""Lo que me vuelve loco es que la convocatoria sea contagiarse""","El Gobierno criticó el nuevo banderazo: ""Lo que me vuelve loco es que la convocatoria sea contagiarse"" https://t.co/5M17X8yDON",@usuario Callese viejo borracho 🥴,"La expresión ""Callese viejo borracho"" es una expresión regional del español de Argentina, utilizada para mandar a callar de manera grosera a alguien. La respuesta final es sí.",['callese viejo borracho'],['viejo'],TRUE,0,,
353014,El ex presidente uruguayo José Mujica renunció al Senado y se retira de la política activa,El ex presidente uruguayo José Mujica renunció al Senado y se retira de la política activa https://t.co/ubQZbsZlhh,@usuario Ya está por morir también este viejo roto,"La expresión ""este viejo roto"" es un término regional en Argentina utilizado de forma despectiva para referirse a una persona mayor considerada como inútil o despreciable. La respuesta final es sí.",['este viejo roto'],['viejo'],TRUE,0,,
358040,Familiares y barras de Quilmes despidieron al ladrón asesinado por el jubilado en un polémico cortejo,El polémico cortejo del ladrón asesinado por el jubilado en Quilmes https://t.co/bKtIOJ6n4m https://t.co/6UvBqDXS41,@usuario Ahora sí no te vas a hacer más el macho pegándole a los viejos. ¡Hijo de mil puta!,"La expresión ""hijo de mil puta"" es un insulto común en el español argentino. Por lo tanto, la respuesta final es sí.",['hijo de mil puta'],['viejo'],TRUE,0,,
403291,"Desde este miércoles, los centros de diálisis no admitirán nuevos pacientes de PAMI","Desde este miércoles, los centros de diálisis no admitirán nuevos pacientes de PAMI https://t.co/u3wgZldYDw","@usuario @usuario O sea , y haciendo memoria de uno de los dichos del presidente actual , que les molesta los viejos porque hay que mantenerlos , esta resolución y una sentencia de muerte es la misma cosa , como hace un jubilado con pami para costear la diálisis con lo que gana , esta CONDENADO","respuesta: La expresión ""PAMI"" es un término regional en Argentina que se refiere al Programa de Atención Médica Integral. La respuesta final es sí.",['pami'],['viejo'],TRUE,0,,
395724,"Día de la Memoria: Francisco alertó que el Holocausto ""puede volver a suceder"", a 76 años de la liberación de Auschwitz","Día de la Memoria: Francisco alertó que el Holocausto ""puede volver a suceder "" https://t.co/IswS9mpeMA https://t.co/fwJysSdige",@usuario Q viejo cínico. Mira el país desde la estratosfera,"respuesta: La expresión ""Q"" en lugar de ""qué"" es una abreviatura coloquial utilizada regionalmente en Argentina. La respuesta final es sí.","['q', 'que']",['viejo'],TRUE,0,,
368053,"Martha Rosenberg: ""En situación de pandemia, legalizar el aborto es más urgente que nunca""","Martha Rosenberg: “En situación de pandemia, legalizar el aborto es más urgente que nunca” | Por Mariana Fernández Camacho https://t.co/drwsysry27",@usuario Quien es esta vieja?. No debería estar tejiendo?,"La expresión ""Quien es esta vieja?"" es una expresión común en Argentina para referirse de manera despectiva a una persona mayor. Por lo tanto, la respuesta final es sí, hay un término regional en el texto.",['quien es esta vieja?'],['viejo'],TRUE,0,,
339466,El PJ elogió la actitud de China frente a la pandemia del coronavirus,El PJ elogió la actitud de China frente a la pandemia del coronavirus https://t.co/IYGVlArQuJ,"@usuario La mafia desaparece gente, el peronismo es la mafia más grande y más vieja del país, China desaparece infectados y esconde muertos. Se entiende? Se llevan bien por que hacen todos lo mismo.","respuesta: La expresión ""se llevan bien"" podría considerarse regional, ya que se refiere a la complicidad o afinidad entre dos partes que realizan acciones similares o comparten un objetivo común. La respuesta final es sí.",['se llevan bien'],['viejo'],TRUE,0,,
398730,"Hebe de Bonafini criticó a los supermercados y llamó a ""suplantar la carne por arroz, garbanzos y lentejas""","Hebe de Bonafini criticó a los supermercados y llamó a “suplantar la carne por arroz, garbanzos y lentejas” https://t.co/s77NGCdmAA","@usuario Pero que vieja de mierd.... Que se calle, vendida, traidora, ladrona. Que se coma ella las legumbres.","La expresión ""vieja de mierd..."" es un insulto común en el español de Argentina, utilizado para referirse de manera despectiva a una persona mayor. La respuesta final es sí.",['vieja de mierd...'],['viejo'],TRUE,0,,
339621,"Una investigación afirma que el régimen chino ocultó al menos 40 mil muertes por coronavirus en Wuhan: ""La cifra real solo la saben ellos""",Una investigación afirma que el régimen chino ocultó al menos 40 mil muertes por coronavirus en Wuhan: “La cifra real sólo la saben ellos” https://t.co/Q68Z3q9Pvq,@usuario @usuario Para mi no me quiero imaginar cuantos murieron y no lo van a decir y a todas estas viejas malcojida xq aquí que hablan todo el dia no les creo una mierda,"respuesta: La expresión ""viejas malcojida"" es de carácter regional en Argentina y se utiliza para referirse de manera despectiva a las mujeres. La respuesta final es sí.",['viejas malcojida'],['viejo'],TRUE,0,,
359372,"Eugenio Zaffaroni: ""Con Macri no hubiéramos tenido cuarentena y tendríamos miles de muertos""",Eugenio Zaffaroni: “Con Macri no hubiéramos tenido cuarentena y tendríamos miles de muertos” https://t.co/DhKGcEjTzz https://t.co/0XURGdhX3C,@usuario Y con vos miles de chicos violados viejo de mierda,"La expresión ""viejo de mierda"" es de carácter regional en Argentina, usada coloquialmente para referirse de manera despectiva a una persona mayor. La respuesta final es sí.",['viejo de mierda'],['viejo'],TRUE,0,,
354873,"""Tucán redimido"": El duro descalificativo de Maximiliano Guerra hacia Florencia Kirchner","""Tucán redimido"": El duro descalificativo de Maximiliano Guerra hacia Florencia Kirchner https://t.co/LMnHQGYAkK https://t.co/BPd4d6tMJ9","@usuario No jodan haciendo noticia de un apodo. A MM, en pleno ejercicio de su función presidencial, la militancia k lo bautizó con mil descalificativos influenciados desde los escenarios por la misma CK.
Viejo dicho popular ""no hagas lo q no te gustan q te hagan"".",No hay expresión regional en este texto. La respuesta final es no.,[],['viejo'],TRUE,0,,
398848,"Empujones, corridas y botellazos en la despedida a Diego Maradona","Empujones, corridas y botellazos en la despedida a Diego Maradona https://t.co/nAXeuUnUOD","@usuario Yo si velaba a mí vieja, esto no pasaba, ni corridas, ni tumultos, ni botellazos.... pero no.","La expresión ""velar a mí vieja"" no es una expresión regional del español de Argentina, sino una expresión coloquial que se refiere al acto de acompañar a un ser querido en su lecho de muerte. Por lo tanto, la respuesta final es no.",[],['viejo'],TRUE,0,,
346286,"Alberto Fernández, sobre el coronavirus: ""La velocidad de contagio es la más alta y deberíamos volver a la cuarentena absoluta""","🔴 AHORA | Alberto Fernández, sobre el coronavirus: “La velocidad de contagio es la más alta y deberíamos volver a la cuarentena absoluta” https://t.co/29uQXSrDxk https://t.co/jy6tJEoNRF",@usuario Viejo payaso!,"respuesta: La expresión ""Viejo payaso"" no es un término o expresión regional del español de Argentina. La respuesta final es no.",[],['viejo'],TRUE,0,,
374926,El papa Francisco evalúa visitar Argentina en julio de 2021,[OPINIÓN] El papa Francisco evalúa visitar Argentina en julio de 2021 | Por Alicia Barrios https://t.co/HKTfG7eRPX,"@usuario Si no viene mejor, ya me había olvidado de su existencia, viejo mafioso","respuesta: La expresión ""viejo mafioso"" no es un término regional del español de Argentina. La respuesta final es no.",[],['viejo'],TRUE,0,,
382528,"Sospechaba que su novia de toda la vida tenía coronavirus, la asesinó y luego se quitó la vida","Sospechaba que su novia de toda la vida tenía coronavirus, la asesinó y luego se quitó la vida https://t.co/9xYymHv4cY",@usuario El viejo truco de la sospecha de coronavirus jeje,"La expresión ""jeje"" es de carácter universal y no es un término regional del español de Argentina. La respuesta final es no.",[],['viejo'],TRUE,0,,
398736,"Hebe de Bonafini criticó a los supermercados y llamó a ""suplantar la carne por arroz, garbanzos y lentejas""","Hebe de Bonafini criticó a los supermercados y llamó a “suplantar la carne por arroz, garbanzos y lentejas” https://t.co/s77NGCdmAA",@usuario Vieja demente! Quien sos????,"La expresión ""Vieja demente!"" es un insulto coloquial y agresivo, pero no constituye un regionalismo. La respuesta final es no.",[],['viejo'],TRUE,0,,
356348,El principal gremio docente nacional rechazó el regreso a las clases presenciales,El principal gremio docente nacional rechazó el regreso a las clases presenciales https://t.co/9Vrg4d8vW8,@usuario Hay que empezar a echar a la mierda y empezar a tomar jóvenes con ganas de trabajar y sacar estos viejos hijos de puta que rompen las pelotas solamente y no dejan progresar a nadie!!! Anoten @usuario para el que venga!! No más sindicalistas!!,No se identifica ninguna expresión regional en el comentario. La respuesta final es no.,[],['viejo'],TRUE,0,,
368585,"""¿Tanto lío por un virus?"": la indignante respuesta de una mujer que violó la cuarentena","""¿Tanto lío por un virus?"": la indignante respuesta de una mujer que violó la cuarentena #SíSeñora!! #ViveEnUnFrascoDeMayonesa?? #MuereGenteEnTodoElMundo #YLaMuyPanchaBoludeandoEnLaCalleConUnaMenor #EncimaSeLaBoqueaALaPolicía #ImágenesIndignantes!! https://t.co/lPIH8ZcBTe",@usuario Es vieja esa noticia,"La expresión ""es vieja esa noticia"" no es un término o expresión regional del español de Argentina. La respuesta final es no.",[],['viejo'],TRUE,0,,
346116,Alberto Fernández aseguró que postergó el envío de la ley de aborto al Congreso por la pandemia de coronavirus,El Presidente postergó el envío de la ley de aborto al Congreso por la pandemia de coronavirus https://t.co/PwG52mmUlP,@usuario Que viejo desagradable.,No hay expresiones regionales en el comentario. La respuesta final es no.,[],['viejo'],TRUE,0,,
342457,"Coronavirus: Ginés Gonzalez García se comparó con China y Europa y aseguró que ""hoy se habla del modelo argentino""","Coronavirus: Ginés Gonzalez García se comparó con China y Europa y aseguró que ""hoy se habla del modelo argentino"" https://t.co/jQUyxLSN5X","@usuario De ese que decia que el coronavirus no iba a llegar a la Argentina xque China está lejos y aquí hace calor...??
Viejo impresentable...!!!!","respuesta: La expresión ""xque"" es una forma abreviada y coloquial de escribir ""porque"", pero no es específicamente regional del español de Argentina. La respuesta final es no.",[],['viejo'],TRUE,0,,
398741,"Hebe de Bonafini criticó a los supermercados y llamó a ""suplantar la carne por arroz, garbanzos y lentejas""","Hebe de Bonafini criticó a los supermercados y llamó a “suplantar la carne por arroz, garbanzos y lentejas” https://t.co/s77NGCdmAA",@usuario Vieja corrupta que se coma ella los porotos así no sale del baño y no jode más,"La expresión ""Vieja corrupta"" no es un regionalismo, es más bien un insulto común que puede ser utilizado en cualquier país de habla hispana. Por lo tanto, la respuesta final es no.",[],['viejo'],TRUE,0,,
352189,El Gobierno destinará 75 mil millones de pesos para urbanizar 300 villas en todo el país,"El Gobierno destinará 75 mil millones de pesos para urbanizar 300 villas en todo el país | Por Andrés Klipphan
https://t.co/h8EI0MikZ4",@usuario Porque no destinan ese dinero en trasladar las villas y ahí urbanizar las y los lugares libres que sean parques con algunos complejos de vivienda,"La expresión ""villas"" es una palabra comúnmente utilizada en Argentina para referirse a asentamientos informales o barrios marginales. En este caso, no se trata de un término regional específico sino más bien de una denominación local. Por lo tanto, la respuesta final es no.",[],['villa'],TRUE,0,,
336662,Coronavirus en Argentina: una mujer que violó la cuarentena mordió y les arrojó gas pimienta a tres policías,"Una mujer que violó la cuarentena mordió y les arrojó gas pimienta a tres policías: “No es estado de sitio, no me podés tocar, un decreto no está por encima de la Constitución” https://t.co/lZ16BRgo1p",@usuario Qué hacía en Villa Ballester si vive en Villa Concepción???,"La expresión ""Qué hacía en Villa Ballester si vive en Villa Concepción"" no contiene expresiones regionales del español de Argentina. La respuesta final es no.",[],['villa'],TRUE,0,,
355214,"Ofelia Fernández apoyó al Gobierno en la polémica por los presos y apuntó a la Justicia que ""odia a las mujeres""","Ofelia Fernández apoyó al Gobierno en la polémica por los presos y apuntó a la Justicia que ""odia a las mujeres"" https://t.co/BD3jgGCOWI","@usuario Ah mira vos estaba viva, se le debe de haber borrado la tarta de tanto calentar asiento","La expresión ""calentar asiento"" es de carácter regional en Argentina y se refiere a permanecer mucho tiempo pasivamente en un lugar sin realizar ninguna acción relevante. La respuesta final es sí.",['calentar asiento'],['vivo'],TRUE,0,,
362187,Detuvieron al hombre que admitió violar a su hija en audios de WhatsApp y fue tendencia en redes: un tío lo entregó,Detuvieron al hombre que admitió violar a su hija en audios de WhatsApp y fue tendencia en redes: un tío lo entregó | Por Federico Fahsbender https://t.co/R4JxhmaAJ8,@usuario Aun está vivo ? #paredón,"La expresión ""paredón"" en este contexto es una expresión regional de Argentina que se refiere a la ejecución de una persona, como en un fusilamiento. La respuesta final es sí.",['paredon'],['vivo'],TRUE,0,,
377100,"Femicidio en Catamarca: ""No es gente enferma, sino que tiene una formación machista importante""","Femicidio en Catamarca: ""No es gente enferma, sino que tiene una formación machista importante"" https://t.co/gZjQ7Ot1AL","@usuario Como a una persona que dice eso la dejan viva, dios.","respuesta: La expresión ""dejan viva"" no es un término regional del español de Argentina. La respuesta final es no.",[],['vivo'],TRUE,0,,
333351,El exabrupto de Rodolfo Barili con una modelo que se metió en el baúl de un auto para violar la cuarentena,El exabrupto de Rodolfo Barili con una modelo que se metió en el baúl de un auto para violar la cuarentena https://t.co/CjDhIG9khj,@usuario Dijo exactamente lo que todos pensamos! Es una estúpida!! Ahora que se la banque por querer hacerse la viva! Grande barili👏🏻👏🏻👏🏻,"Respuesta: El comentario contiene expresiones coloquiales y de lenguaje informal, pero no se identifica ningún término o expresión regional específica del español de Argentina. La respuesta final es no.",[],['vivo'],TRUE,0,,
388204,El inesperado cruce entre la China Suárez y Nancy Pazos por el caso del jubilado que mató a un ladrón en Quilmes,El inédito cruce entre la China Suárez y Nancy Pazos por el jubilado de Quilmes https://t.co/rPv5ybYwxG https://t.co/Zi31jyVYVI,@usuario Está viva la Pazos ?,"La expresión ""trolo"" es un término regional en Argentina usado para referirse a una persona homosexual, pero en este caso no se encuentra en el comentario, por lo tanto la respuesta final es no, no hay expresiones regionales en el texto.",[],['vivo'],TRUE,0,,
341397,Coronavirus: Florencia Kirchner compartió una curiosa reflexión sobre la cuarentena,Coronavirus: Florencia Kirchner compartió una curiosa reflexión sobre la cuarentena https://t.co/0nI5GKR1NL https://t.co/8KSATPqhFK,@usuario Está viva?  🧐,"La palabra ""url"" no es una expresión regional del español de Argentina. La respuesta final es no.",[],['vivo'],TRUE,0,,
349369,"Paul McCartney: ""Los chinos necesitan ser más limpios y menos medievales""","Paul McCartney: ""Los chinos necesitan ser más limpios y menos medievales"" https://t.co/IWYFqAR993 https://t.co/X42fVIl9VJ",@usuario Mejor persona viva.,"La expresión ""mejor persona viva"" no es un regionalismo del español de Argentina. La respuesta final es no.",[],['vivo'],TRUE,0,,
397053,Detienen a la hermana del jugador de River Nicolás de la Cruz con 40 kilos de cocaína,Detienen a la hermana del jugador de River Nicolás de la Cruz con 40 kilos de cocaína https://t.co/VupqbBhCYm,@usuario Penal para voke,"La expresión ""Penal para voke"" es un término regional utilizado en Argentina para referirse de manera despectiva al equipo de fútbol Boca Juniors. La respuesta final es sí.",['penal para voke'],['voke'],TRUE,0,,
327755,"Coronavirus en la Villa 31. ""Nos sentimos abandonados: hacer cuarentena sin agua es imposible""",Los infectados en villas porteñas crecieron un 80% en cuatro días https://t.co/8Cc7pgnSzG https://t.co/iOpldGjWAz,@usuario MIRA VOS ??,"respuesta: La expresión ""MIRA VOS"" es de carácter regional en Argentina, utilizada como una expresión de sorpresa o asombro. La respuesta final es sí.",['mira vos'],['vos'],TRUE,0,,
365839,Alberto Fernández ratifica su distancia diplomática con Trump y dialogó con Xi Jinping para profundizar la relación con China,Alberto Fernández ratifica su distancia diplomática con Trump y hoy dialoga con Xi Jinping para profundizar la relación con China | Por Román Lejtman https://t.co/c9FfNBSMbR,@usuario #ArgentinaSupportsTrump @usuario we Love YOU!!! ❤ ❤ ❤ ❤ Bidden apoyo nada menos que a Inglaterra en la Guerra de Malvinas. Trash!!!!,"respuesta: La expresión ""Trash"" es un anglicismo utilizado en Argentina para referirse a algo malo o de baja calidad. La respuesta final es sí.",['trash'],['we'],TRUE,0,,
365794,Alberto Fernández ratifica su distancia diplomática con Trump y dialogó con Xi Jinping para profundizar la relación con China,Alberto Fernández ratifica su distancia diplomática con Trump y hoy dialoga con Xi Jinping para profundizar la relación con China | Por Román Lejtman https://t.co/c9FfNBSMbR,@usuario @usuario Ysi ya sabemos que le gustan los dictadores,"respuesta: La expresión ""le gustan los dictadores"" no es un término regional del español de Argentina, es una expresión común en diversos países para referirse a alguien que tiene simpatía por líderes autoritarios. La respuesta final es no.",[],['ysi'],TRUE,0,,
377855,Flores: un delincuente murió durante un intento de asalto a una zapatería y el comerciante sufrió una herida de bala,Flores: un delincuente murió durante un intento de asalto a una zapatería https://t.co/lzjtD5agym,@usuario Los zapatos y el zapatero están bien??? Una basura menos,"respuesta: La expresión ""una basura menos"" no es de carácter regional, por lo tanto la respuesta final es no.",[],['zapato'],TRUE,0,,
376310,Axel Kicillof exigió que Buenos Aires sea considerada una provincia petrolera,Axel Kicillof exigió que Buenos Aires sea considerada una provincia petrolera | Por David Cayón https://t.co/a1lzxpkH6e,"@usuario 🤓Próximamente almácigos de petróleo en todas las plazas de Bs. As.
¡¡Cómo piensa el enanito de jardín!!!🤦","respuesta: La expresión ""¡Cómo piensa el enanito de jardín!!!"" es de carácter regional en Argentina, usada para referirse de forma despectiva a alguien. La respuesta final es sí.",['¡como piensa el enanito de jardin!!!'],[],TRUE,0,,
377864,Flores: un delincuente murió durante un intento de asalto a una zapatería y el comerciante sufrió una herida de bala,Flores: un delincuente murió durante un intento de asalto a una zapatería https://t.co/lzjtD5agym,@usuario Viva Perón,"respuesta: La expresión ""¡Viva Perón!"" es un término regional en Argentina utilizado para expresar apoyo o admiración por el expresidente argentino Juan Domingo Perón. La respuesta final es sí.",['¡viva peron!'],[],TRUE,0,,
387746,"""Mica"" y ""Maru"", las viudas negras de WhatsApp que drogaron a un empresario y le robaron más de 70 mil dólares","“Mica” y “Maru”, las viudas negras de WhatsApp que drogaron a un empresario y le robaron más de 70 mil dólares | Por Martín Candalaft https://t.co/OpRPN3zxco",@usuario Quien guarda 3 mil dólares en la billetera.?,"respuesta: El uso del punto final luego de la pregunta ""¿Quien guarda 3 mil dólares en la billetera?"" es un regionalismo típico de Argentina, ya que en otros países de habla hispana se suele utilizar el signo de interrogación al final de una pregunta. La respuesta final es sí.",['¿quien guarda 3 mil dolares en la billetera?'],[],TRUE,0,,
336519,Detuvieron a otro delincuente recientemente liberado por la excusa del coronavirus: volvió a golpear a su familia,Detuvieron a un delincuente recientemente liberado por la excusa del coronavirus: volvió a golpear a su familia https://t.co/kRHjqDIljH,@usuario Nadie lo esperaba (?),"La expresión ""(?)"" es un emoticono que se utiliza en Argentina para indicar sarcasmo o ironía. La respuesta final es sí.",['(?)'],[],TRUE,0,,
328689,"Ginés González García: ""El mundo nos elogia, cosa que habitualmente no sucede""","Ginés González García: ""El mundo nos elogia, cosa que habitualmente no sucede"" https://t.co/J0oqiW1Wgj","@usuario Quién nos elogia #GinebraGarcía???? 😡
Si lo único que lograron fue matar a la clase trabajadora??
#GobiernoDeInutiles ✌","respuesta: El comentario contiene un hashtag regional de Argentina, que es ""#GinebraGarcía"", utilizado para referirse de forma irónica al Ministro de Salud Ginés González García. La respuesta final es sí.",['#ginebragarcia'],[],TRUE,0,,
390440,Ginés González García: la vacunación podría ser en las escuelas y por el padrón electoral,Ginés González García adelantó que evalúan usar el padrón electoral para la vacunación https://t.co/IajGVulX0M,"@usuario @usuario ahórrate el trabajo porque yo #NOPIENSOVACUNARME, meterme preso si querés, la vacuna trucha rusa, metesela a la mujer y al hijo de Alberto.","respuesta: La expresión ""#NOPIENSOVACUNARME"" es una expresión común en Argentina que se ha popularizado en redes sociales y se refiere a la decisión de no querer vacunarse contra el coronavirus. La respuesta final es sí.",['#nopiensovacunarme'],[],TRUE,0,,
370420,Detienen a una policía de la Ciudad que mató a balazos a un delincuente que robaba ruedas de autos,Una mujer policía de la Ciudad mató a balazos a un delincuente que robaba ruedas de autos https://t.co/ttA1aJWuaJ,"@usuario 👏👏👏👏👏uno menos. Pero no habrá sido por capricho, el tipo la amenazó.","respuesta: La expresión ""👏👏👏uno menos"" es una expresión que se utiliza en Argentina para referirse a la satisfacción por la disminución de la delincuencia a través de la acción policial. La respuesta final es sí.",['👏👏👏uno menos'],[],TRUE,0,,
381857,Bono Anses: analizan cuál será el monto del refuerzo del IFE en junio,Bono Anses: analizan cuál será el monto del refuerzo del IFE en junio | Por Matías Barbería https://t.co/35GZHYEIYF,@usuario Y tendria que ser 15k mínimo,"respuesta: La expresión ""15k"" es un término coloquial utilizado en Argentina para referirse a quince mil pesos. La respuesta final es sí.",['15k'],[],TRUE,0,,
379508,"""¿Por qué no vemos médicos trans?"": el reclamo de un prestigioso cardiólogo para que América sea más inclusiva",“¿Por qué no vemos médicos trans?”: el reclamo de un prestigioso cardiólogo para que América sea más inclusiva | Por Valeria Román https://t.co/19put40QqT,@usuario Será porque lo único que les interesa a esa gente es victimizarse 24/7?. Pocos trans no basan su vida de esa manera.,"respuesta: La expresión ""24/7"" es de carácter regional y se refiere a las 24 horas del día, los 7 días de la semana. La respuesta final es sí.",['24/7'],[],TRUE,0,,
354179,Alarma en China: más de 3000 personas se enfermaron tras la fuga de una bacteria de un laboratorio,Alarma en China: más de 3000 personas se enfermaron tras la fuga de una bacteria https://t.co/hwnlVfqRyV https://t.co/hZTIJRUpSv,@usuario Y estos quieren poner una fabrica de cerdos aca en el país...,"La expresión ""a ca"" en lugar de ""acá"" es un regionalismo del español de Argentina. La respuesta final es sí.","['a ca', 'aca']",[],TRUE,0,,
395520,Murió Diego Maradona: Viviana Canosa se enojó por la decisión de velarlo en la Casa Rosada,Polémica: Canosa se enojó por la decisión de velar a Maradona en la Casa Rosada https://t.co/fFZvk12t4R https://t.co/BZzWW98f9m,@usuario A cuantas celebridades velaron  en Casa Rosada??🙏🙏,"La expresión ""a cuantas"" es típicamente argentina, ya que en otros países se utilizaría ""¿cuántas?"" en lugar de ""a cuantas"". Por lo tanto, la respuesta final es sí.","['a cuantas', '¿cuantas?', 'a cuantas']",[],TRUE,0,,
364868,Cristina Kirchner se presentó en los tribunales de Lomas de Zamora: fue citada como testigo en la causa por el presunto espionaje ilegal realizado por el macrismo,Cristina Kirchner está en los tribunales de Lomas de Zamora para ver las pruebas del espionaje ilegal que sufrió en el gobierno de Macri https://t.co/YR2oW0uNFM,"@usuario Para ésto sí trabaja la justicia, para las causas  que la involucran a Ella como victimaria, no?","respuesta: La expresión regional ""a Ella"" con mayúscula se refiere a Cristina Kirchner de una manera particularmente respetuosa o reverente, común en la cultura argentina. La respuesta final es sí.",['a ella'],[],TRUE,0,,
405033,Otro día de marchas y cortes en el centro porteño: 3 caravanas se movilizaron en apoyo al Gobierno,Otro día de marchas y cortes en el centro porteño: 3 caravanas se movilizan en apoyo al Gobierno https://t.co/xpmIDBRGb6,@usuario A la mierda con la DISPO!!!,"respuesta: La expresión ""A la mierda"" es un término coloquial usado en Argentina para expresar sorpresa o indignación. La respuesta final es sí.",['a la mierda'],[],TRUE,0,,
385341,"El reclamo de Dady Brieva al Presidente: ""Sí o sí vamos a ser Venezuela""",El contundente reclamo de Dady Brieva a Alberto Fernández: “Tenés que hacerte responsable” https://t.co/sfc7JLngLP,"@usuario Dady es un ciudadano como muchos otros? En su carácter de cómico, periodista, actor...ejerce una presión para que le presidente haga tal o cual cosa? El presidente se debe a Dady? No funciona así la democracia? Se debe a todos los Argentinos y al patria?","La expresión ""a la patria"" es una expresión regional del español de Argentina, que se refiere al país de Argentina. La respuesta final es sí.",['a la patria'],[],TRUE,0,,
405672,Así quedó la iglesia de El Bolsón vandalizada por mapuches,Así quedó la iglesia de El Bolsón vandalizada por mapuches https://t.co/HX65fLHMmO,@usuario Bueno esos mapuche o son cavernícolas o guerrilleros todo lo quieren a los coñazos,"respuesta: La expresión ""a los coñazos"" es de carácter regional en Argentina y se refiere a resolver las situaciones de forma agresiva o violenta. La respuesta final es sí.",['a los coñazos'],[],TRUE,0,,
384109,Durísimo descargo de Migue Granados luego de que le pidieran 9 mil dólares por mes para alquilar una casa durante el verano,Durísimo descargo de Migue Granados luego de que le pidieran 9 mil dólares por mes para alquilar una casa durante el verano https://t.co/tZ6gCxvLxf,"@usuario El de la foto del medio es Pablo, a mi no me joden.","La expresión ""a mi no me joden"" es una expresión coloquial utilizada en Argentina para expresar que no se está dispuesto a dejarse engañar o manipular. Por lo tanto, la respuesta final es sí, existe un término regional en el texto.",['a mi no me joden'],[],TRUE,0,,
368948,"Romina Manguel apuntó contra Susana Giménez: ""Mucha gente la quiere y a mí me incomoda""","Romina Manguel apuntó contra Susana Giménez: ""Mucha gente la quiere y a mí me incomoda"" https://t.co/kyczDYLGfZ","@usuario A nosotros nos incómodas vos, mirá, grande Su, yo haría lo mismo","respuesta: La expresión ""A nosotros nos incómodas vos"" es una forma coloquial de expresar que la conducta de la persona mencionada resulta molesta o incómoda. Aunque no es exclusiva de Argentina, en este contexto se puede considerar como una expresión regional. La respuesta final es sí.",['a nosotros nos incomodas vos'],[],TRUE,0,,
346103,Alberto Fernández aseguró que postergó el envío de la ley de aborto al Congreso por la pandemia de coronavirus,El Presidente postergó el envío de la ley de aborto al Congreso por la pandemia de coronavirus https://t.co/PwG52mmUlP,@usuario Hay otras cosas para adormecer por ahora... en un tiempo a punto de hervir todo la larga...,"La expresión ""a punto de hervir todo la larga"" es de carácter regional en Argentina y se refiere a que la situación está a punto de explotar o complicarse. La respuesta final es sí.",['a punto de hervir todo la larga'],[],TRUE,0,,
328316,Florencia Kirchner regresa a la Argentina luego de más de un año de tratamiento en Cuba,Cristina Kirchner anunció que regresa con su hija Florencia a la Argentina https://t.co/HMo9JGd8qa,@usuario A que ya se curó,"La expresión ""a que ya se curó"" es de carácter regional en Argentina y es utilizada coloquialmente para expresar incredulidad o sorpresa ante una afirmación. La respuesta final es sí.",['a que ya se curo'],[],TRUE,0,,
349721,"Graciana Peñafort: ""La marcha me dio mucha pena y tuvo un nivel de convocatoria menor al esperado""",Graciana Peñafort: “La marcha me dio mucha pena y tuvo un nivel de convocatoria menor al esperado” https://t.co/sPiBqGmFIg,"@usuario a quien le importa lo que piensa esta mujer ? 
es tan importante para ponerla en primera plana ?","Respuesta: El comentario contiene la expresión ""a quien le importa"", la cual es una expresión regional utilizada en Argentina para expresar indiferencia hacia la opinión de alguien. La respuesta final es sí.",['a quien le importa'],[],TRUE,0,,
361028,"Nahir Galarza sumó a una abogada feminista a su defensa: ""Buscamos un juicio con perspectiva de género""",Nahir Galarza sumó a una abogada feminista a su defensa: “Buscamos un juicio con perspectiva de género” https://t.co/78rlZYsx41,@usuario Mataste   a  sangre  fria   y  queres  ser  absuelta,"respuesta: La expresión ""a sangre fría"" es un regionalismo en español de Argentina que significa cometer un acto con premeditación y sin afecto. La respuesta final es sí.",['a sangre fria'],[],TRUE,0,,
