model,label,metric,score
gpt-3.5,CLASS,f1,0.3732057416267942
gpt-3.5,CLASS,f1,0.35922330097087374
gpt-3.5,CLASS,f1,0.35071090047393366
gpt-3.5,CLASS,f1,0.46296296296296297
gpt-3.5,CLASS,f1,0.4090909090909091
gpt-3.5,CLASS,f1,0.3668122270742357
gpt-3.5,CLASS,f1,0.34893617021276596
gpt-3.5,CLASS,f1,0.3451776649746193
gpt-3.5,CLASS,f1,0.3181818181818182
gpt-3.5,CLASS,f1,0.3024390243902439
gpt-3.5,CLASS,f1,0.3207547169811321
gpt-3.5,CLASS,f1,0.3350253807106599
gpt-3.5,CLASS,f1,0.4170616113744076
gpt-3.5,CLASS,f1,0.4022346368715084
gpt-3.5,CLASS,f1,0.30150753768844224
gpt-3.5,CLASS,f1,0.3541666666666667
gpt-3.5,CLASS,f1,0.3111111111111111
gpt-3.5,CLASS,f1,0.3688524590163934
gpt-3.5,CLASS,f1,0.33333333333333326
gpt-3.5,CLASS,f1,0.30303030303030304
gpt-3.5,CLASS,f1,0.23863636363636365
gpt-3.5,CLASS,f1,0.3696682464454976
gpt-3.5,CLASS,f1,0.35807860262008734
gpt-3.5,CLASS,f1,0.3191489361702128
gpt-3.5,CLASS,f1,0.3386243386243386
gpt-3.5,CLASS,f1,0.30841121495327106
gpt-3.5,CLASS,f1,0.3380281690140845
gpt-3.5,CLASS,f1,0.36448598130841114
gpt-3.5,CLASS,f1,0.3768115942028986
gpt-3.5,CLASS,f1,0.37254901960784315
gpt-3.5,CLASS,f1,0.3005181347150259
gpt-3.5,CLASS,f1,0.3963963963963964
gpt-3.5,CLASS,f1,0.35922330097087374
gpt-3.5,CLASS,f1,0.358695652173913
gpt-3.5,CLASS,f1,0.37623762376237624
gpt-3.5,CLASS,f1,0.38048780487804884
gpt-3.5,CLASS,f1,0.35748792270531404
gpt-3.5,CLASS,f1,0.30851063829787234
gpt-3.5,CLASS,f1,0.3368421052631579
gpt-3.5,CLASS,f1,0.3386243386243386
gpt-3.5,CLASS,f1,0.3645320197044335
gpt-3.5,CLASS,f1,0.3523316062176166
gpt-3.5,CLASS,f1,0.3036649214659685
gpt-3.5,CLASS,f1,0.39823008849557523
gpt-3.5,CLASS,f1,0.3563218390804598
gpt-3.5,CLASS,f1,0.4317180616740088
gpt-3.5,CLASS,f1,0.3814432989690722
gpt-3.5,CLASS,f1,0.3062200956937799
gpt-3.5,CLASS,f1,0.34449760765550236
gpt-3.5,CLASS,f1,0.3157894736842105
gpt-3.5,CLASS,f1,0.3315508021390375
gpt-3.5,CLASS,f1,0.339622641509434
gpt-3.5,CLASS,f1,0.30952380952380953
gpt-3.5,CLASS,f1,0.34883720930232565
gpt-3.5,CLASS,f1,0.38738738738738737
gpt-3.5,CLASS,f1,0.38613861386138615
gpt-3.5,CLASS,f1,0.39999999999999997
gpt-3.5,CLASS,f1,0.3333333333333333
gpt-3.5,CLASS,f1,0.30051813471502586
gpt-3.5,CLASS,f1,0.3364485981308411
gpt-3.5,CLASS,f1,0.3350253807106599
gpt-3.5,CLASS,f1,0.38
gpt-3.5,CLASS,f1,0.3448275862068965
gpt-3.5,CLASS,f1,0.28272251308900526
gpt-3.5,CLASS,f1,0.24242424242424243
gpt-3.5,CLASS,f1,0.3578947368421052
gpt-3.5,CLASS,f1,0.3660714285714286
gpt-3.5,CLASS,f1,0.36458333333333337
gpt-3.5,CLASS,f1,0.34977578475336324
gpt-3.5,CLASS,f1,0.33333333333333337
gpt-3.5,CLASS,f1,0.3553299492385787
gpt-3.5,CLASS,f1,0.34636871508379885
gpt-3.5,CLASS,f1,0.29545454545454547
gpt-3.5,CLASS,f1,0.3686635944700461
gpt-3.5,CLASS,f1,0.36815920398009944
gpt-3.5,CLASS,f1,0.2736842105263158
gpt-3.5,CLASS,f1,0.3351351351351352
gpt-3.5,CLASS,f1,0.32631578947368417
gpt-3.5,CLASS,f1,0.3546798029556651
gpt-3.5,CLASS,f1,0.3186813186813187
gpt-3.5,CLASS,f1,0.3425925925925926
gpt-3.5,CLASS,f1,0.3121387283236994
gpt-3.5,CLASS,f1,0.33333333333333326
gpt-3.5,CLASS,f1,0.3636363636363637
gpt-3.5,CLASS,f1,0.32352941176470584
gpt-3.5,CLASS,f1,0.320855614973262
gpt-3.5,CLASS,f1,0.2608695652173913
gpt-3.5,CLASS,f1,0.422680412371134
gpt-3.5,CLASS,f1,0.3695652173913043
gpt-3.5,CLASS,f1,0.41836734693877553
gpt-3.5,CLASS,f1,0.2828282828282828
gpt-3.5,CLASS,f1,0.2937853107344633
gpt-3.5,CLASS,f1,0.3147208121827411
gpt-3.5,CLASS,f1,0.3043478260869565
gpt-3.5,CLASS,f1,0.26086956521739135
gpt-3.5,CLASS,f1,0.26436781609195403
gpt-3.5,CLASS,f1,0.38139534883720927
gpt-3.5,CLASS,f1,0.3515151515151515
gpt-3.5,CLASS,f1,0.3389830508474576
gpt-3.5,CLASS,f1,0.2754491017964072
gpt-3.5,CLASS,f1,0.39080459770114945
gpt-3.5,CLASS,f1,0.4090909090909091
gpt-3.5,CLASS,f1,0.41314553990610325
gpt-3.5,CLASS,f1,0.31958762886597936
gpt-3.5,CLASS,f1,0.32460732984293195
gpt-3.5,CLASS,f1,0.2995169082125604
gpt-3.5,CLASS,f1,0.29896907216494845
gpt-3.5,CLASS,f1,0.42
gpt-3.5,CLASS,f1,0.3431372549019608
gpt-3.5,CLASS,f1,0.3474178403755869
gpt-3.5,CLASS,f1,0.3113207547169811
gpt-3.5,CLASS,f1,0.351931330472103
gpt-3.5,CLASS,f1,0.37234042553191493
gpt-3.5,CLASS,f1,0.3232323232323232
gpt-3.5,CLASS,f1,0.36781609195402304
gpt-3.5,CLASS,f1,0.3495145631067961
gpt-3.5,CLASS,f1,0.37442922374429227
gpt-3.5,CLASS,f1,0.34782608695652173
gpt-3.5,CLASS,f1,0.354679802955665
gpt-3.5,CLASS,f1,0.2650602409638554
gpt-3.5,CLASS,f1,0.34653465346534656
gpt-3.5,CLASS,f1,0.2742857142857143
gpt-3.5,CLASS,f1,0.36538461538461536
gpt-3.5,CLASS,f1,0.27710843373493976
gpt-3.5,CLASS,f1,0.29955947136563876
beto,WOMEN,precision,0.6081081081081081
beto,WOMEN,precision,0.6962025316455697
beto,WOMEN,precision,0.684931506849315
beto,WOMEN,precision,0.5588235294117647
beto,WOMEN,precision,0.6172839506172839
beto,WOMEN,precision,0.6075949367088608
beto,WOMEN,precision,0.5111111111111111
beto,WOMEN,precision,0.5492957746478874
beto,WOMEN,precision,0.5581395348837209
beto,WOMEN,precision,0.6301369863013698
beto,WOMEN,precision,0.6103896103896104
beto,WOMEN,precision,0.59375
beto,WOMEN,precision,0.5774647887323944
beto,WOMEN,precision,0.5979381443298969
beto,WOMEN,precision,0.5846153846153846
beto,WOMEN,precision,0.5
beto,WOMEN,precision,0.5897435897435898
beto,WOMEN,precision,0.6071428571428571
beto,WOMEN,precision,0.56
beto,WOMEN,precision,0.5857142857142857
beto,WOMEN,precision,0.5824175824175825
beto,WOMEN,precision,0.6351351351351351
beto,WOMEN,precision,0.5866666666666667
beto,WOMEN,precision,0.5857142857142857
beto,WOMEN,precision,0.4782608695652174
beto,WOMEN,precision,0.6216216216216216
beto,WOMEN,precision,0.5147058823529411
beto,WOMEN,precision,0.4939759036144578
beto,WOMEN,precision,0.5416666666666666
beto,WOMEN,precision,0.5606060606060606
beto,WOMEN,precision,0.64
beto,WOMEN,precision,0.6268656716417911
beto,WOMEN,precision,0.4588235294117647
beto,WOMEN,precision,0.4810126582278481
beto,WOMEN,precision,0.6075949367088608
beto,WOMEN,precision,0.6233766233766234
beto,WOMEN,precision,0.6896551724137931
beto,WOMEN,precision,0.5853658536585366
beto,WOMEN,precision,0.5915492957746479
beto,WOMEN,precision,0.691358024691358
beto,WOMEN,precision,0.5569620253164557
beto,WOMEN,precision,0.6625
beto,WOMEN,precision,0.6891891891891891
beto,WOMEN,precision,0.59375
beto,WOMEN,precision,0.5822784810126582
beto,WOMEN,precision,0.5921052631578947
beto,WOMEN,precision,0.6133333333333333
beto,WOMEN,precision,0.5606060606060606
beto,WOMEN,precision,0.5454545454545454
beto,WOMEN,precision,0.5875
beto,WOMEN,precision,0.5
beto,WOMEN,precision,0.6338028169014085
beto,WOMEN,precision,0.6027397260273972
beto,WOMEN,precision,0.5975609756097561
beto,WOMEN,precision,0.5308641975308642
beto,WOMEN,precision,0.5303030303030303
beto,WOMEN,precision,0.48333333333333334
beto,WOMEN,precision,0.6142857142857143
beto,WOMEN,precision,0.5135135135135135
beto,WOMEN,precision,0.6190476190476191
beto,WOMEN,precision,0.6712328767123288
beto,WOMEN,precision,0.5747126436781609
beto,WOMEN,precision,0.6103896103896104
beto,WOMEN,precision,0.5384615384615384
beto,WOMEN,precision,0.5180722891566265
beto,WOMEN,precision,0.4875
beto,WOMEN,precision,0.5671641791044776
beto,WOMEN,precision,0.5942028985507246
beto,WOMEN,precision,0.5633802816901409
beto,WOMEN,precision,0.575
beto,WOMEN,precision,0.6533333333333333
beto,WOMEN,precision,0.6
beto,WOMEN,precision,0.5679012345679012
beto,WOMEN,precision,0.5164835164835165
beto,WOMEN,precision,0.5066666666666667
beto,WOMEN,precision,0.632183908045977
beto,WOMEN,precision,0.5641025641025641
beto,WOMEN,precision,0.6282051282051282
beto,WOMEN,precision,0.5604395604395604
beto,WOMEN,precision,0.6153846153846154
beto,WOMEN,precision,0.5540540540540541
beto,WOMEN,precision,0.5733333333333334
beto,WOMEN,precision,0.5189873417721519
beto,WOMEN,precision,0.569620253164557
beto,WOMEN,precision,0.5679012345679012
beto,WOMEN,precision,0.5806451612903226
beto,WOMEN,precision,0.5925925925925926
beto,WOMEN,precision,0.6716417910447762
beto,WOMEN,precision,0.6060606060606061
beto,WOMEN,precision,0.6049382716049383
beto,WOMEN,precision,0.5256410256410257
beto,WOMEN,precision,0.5394736842105263
beto,WOMEN,precision,0.5822784810126582
beto,WOMEN,precision,0.4473684210526316
beto,WOMEN,precision,0.5138888888888888
beto,WOMEN,precision,0.5921052631578947
beto,WOMEN,precision,0.5833333333333334
beto,WOMEN,precision,0.6105263157894737
beto,WOMEN,precision,0.4861111111111111
beto,WOMEN,precision,0.4857142857142857
beto,WOMEN,precision,0.5211267605633803
beto,WOMEN,precision,0.5394736842105263
beto,WOMEN,precision,0.625
beto,WOMEN,precision,0.5542168674698795
beto,WOMEN,precision,0.6153846153846154
beto,WOMEN,precision,0.6714285714285714
beto,WOMEN,precision,0.618421052631579
beto,WOMEN,precision,0.5526315789473685
beto,WOMEN,precision,0.627906976744186
beto,WOMEN,precision,0.5802469135802469
beto,WOMEN,precision,0.6103896103896104
beto,WOMEN,precision,0.6190476190476191
beto,WOMEN,precision,0.5909090909090909
beto,WOMEN,precision,0.49382716049382713
beto,WOMEN,precision,0.6031746031746031
beto,WOMEN,precision,0.574468085106383
beto,WOMEN,precision,0.6
beto,WOMEN,precision,0.6951219512195121
beto,WOMEN,precision,0.55
beto,WOMEN,precision,0.5730337078651685
beto,WOMEN,precision,0.6712328767123288
beto,WOMEN,precision,0.5666666666666667
beto,WOMEN,precision,0.6292134831460674
beto,WOMEN,precision,0.5857142857142857
beto,WOMEN,precision,0.5443037974683544
beto,WOMEN,precision,0.631578947368421
beto,WOMEN,precision,0.6164383561643836
beto,WOMEN,precision,0.5294117647058824
beto,WOMEN,precision,0.7261904761904762
beto,WOMEN,precision,0.7571428571428571
beto,WOMEN,precision,0.5211267605633803
beto,WOMEN,precision,0.5245901639344263
beto,WOMEN,precision,0.6153846153846154
beto,WOMEN,precision,0.547945205479452
beto,WOMEN,precision,0.589041095890411
beto,WOMEN,precision,0.47368421052631576
beto,WOMEN,precision,0.5844155844155844
beto,WOMEN,precision,0.6086956521739131
beto,WOMEN,precision,0.5588235294117647
beto,WOMEN,precision,0.581081081081081
beto,WOMEN,precision,0.6195652173913043
beto,WOMEN,precision,0.609375
beto,WOMEN,precision,0.484375
beto,WOMEN,precision,0.6091954022988506
beto,WOMEN,precision,0.6823529411764706
beto,WOMEN,precision,0.5595238095238095
beto,WOMEN,precision,0.5949367088607594
beto,WOMEN,precision,0.5822784810126582
beto,WOMEN,precision,0.5921052631578947
beto,WOMEN,precision,0.5757575757575758
beto,WOMEN,recall,0.2903225806451613
beto,WOMEN,recall,0.40441176470588236
beto,WOMEN,recall,0.4098360655737705
beto,WOMEN,recall,0.30158730158730157
beto,WOMEN,recall,0.352112676056338
beto,WOMEN,recall,0.3356643356643357
beto,WOMEN,recall,0.35658914728682173
beto,WOMEN,recall,0.3
beto,WOMEN,recall,0.3609022556390977
beto,WOMEN,recall,0.3458646616541353
beto,WOMEN,recall,0.31756756756756754
beto,WOMEN,recall,0.33043478260869563
beto,WOMEN,recall,0.3106060606060606
beto,WOMEN,recall,0.3841059602649007
beto,WOMEN,recall,0.3089430894308943
beto,WOMEN,recall,0.3142857142857143
beto,WOMEN,recall,0.3382352941176471
beto,WOMEN,recall,0.375
beto,WOMEN,recall,0.3157894736842105
beto,WOMEN,recall,0.3153846153846154
beto,WOMEN,recall,0.3897058823529412
beto,WOMEN,recall,0.3884297520661157
beto,WOMEN,recall,0.3492063492063492
beto,WOMEN,recall,0.35344827586206895
beto,WOMEN,recall,0.33587786259541985
beto,WOMEN,recall,0.3108108108108108
beto,WOMEN,recall,0.2777777777777778
beto,WOMEN,recall,0.2645161290322581
beto,WOMEN,recall,0.35135135135135137
beto,WOMEN,recall,0.30327868852459017
beto,WOMEN,recall,0.36363636363636365
beto,WOMEN,recall,0.3684210526315789
beto,WOMEN,recall,0.34210526315789475
beto,WOMEN,recall,0.3220338983050847
beto,WOMEN,recall,0.39344262295081966
beto,WOMEN,recall,0.366412213740458
beto,WOMEN,recall,0.31746031746031744
beto,WOMEN,recall,0.36923076923076925
beto,WOMEN,recall,0.2857142857142857
beto,WOMEN,recall,0.47058823529411764
beto,WOMEN,recall,0.36363636363636365
beto,WOMEN,recall,0.37857142857142856
beto,WOMEN,recall,0.3541666666666667
beto,WOMEN,recall,0.41304347826086957
beto,WOMEN,recall,0.33093525179856115
beto,WOMEN,recall,0.41284403669724773
beto,WOMEN,recall,0.359375
beto,WOMEN,recall,0.31092436974789917
beto,WOMEN,recall,0.35555555555555557
beto,WOMEN,recall,0.3790322580645161
beto,WOMEN,recall,0.3217391304347826
beto,WOMEN,recall,0.32142857142857145
beto,WOMEN,recall,0.33587786259541985
beto,WOMEN,recall,0.34507042253521125
beto,WOMEN,recall,0.3161764705882353
beto,WOMEN,recall,0.2734375
beto,WOMEN,recall,0.26605504587155965
beto,WOMEN,recall,0.3115942028985507
beto,WOMEN,recall,0.3619047619047619
beto,WOMEN,recall,0.3851851851851852
beto,WOMEN,recall,0.4224137931034483
beto,WOMEN,recall,0.3937007874015748
beto,WOMEN,recall,0.34306569343065696
beto,WOMEN,recall,0.30434782608695654
beto,WOMEN,recall,0.30714285714285716
beto,WOMEN,recall,0.3277310924369748
beto,WOMEN,recall,0.31666666666666665
beto,WOMEN,recall,0.29927007299270075
beto,WOMEN,recall,0.32786885245901637
beto,WOMEN,recall,0.35384615384615387
beto,WOMEN,recall,0.35507246376811596
beto,WOMEN,recall,0.3181818181818182
beto,WOMEN,recall,0.35658914728682173
beto,WOMEN,recall,0.34814814814814815
beto,WOMEN,recall,0.2695035460992908
beto,WOMEN,recall,0.36666666666666664
beto,WOMEN,recall,0.352
beto,WOMEN,recall,0.35766423357664234
beto,WOMEN,recall,0.425
beto,WOMEN,recall,0.3779527559055118
beto,WOMEN,recall,0.3904761904761905
beto,WOMEN,recall,0.3282442748091603
beto,WOMEN,recall,0.33884297520661155
beto,WOMEN,recall,0.36885245901639346
beto,WOMEN,recall,0.37398373983739835
beto,WOMEN,recall,0.2903225806451613
beto,WOMEN,recall,0.3582089552238806
beto,WOMEN,recall,0.3284671532846715
beto,WOMEN,recall,0.3448275862068966
beto,WOMEN,recall,0.34507042253521125
beto,WOMEN,recall,0.29285714285714287
beto,WOMEN,recall,0.3178294573643411
beto,WOMEN,recall,0.35658914728682173
beto,WOMEN,recall,0.2982456140350877
beto,WOMEN,recall,0.296
beto,WOMEN,recall,0.36585365853658536
beto,WOMEN,recall,0.23529411764705882
beto,WOMEN,recall,0.40559440559440557
beto,WOMEN,recall,0.28688524590163933
beto,WOMEN,recall,0.27419354838709675
beto,WOMEN,recall,0.30833333333333335
beto,WOMEN,recall,0.2971014492753623
beto,WOMEN,recall,0.37037037037037035
beto,WOMEN,recall,0.3865546218487395
beto,WOMEN,recall,0.4067796610169492
beto,WOMEN,recall,0.31333333333333335
beto,WOMEN,recall,0.3700787401574803
beto,WOMEN,recall,0.34146341463414637
beto,WOMEN,recall,0.432
beto,WOMEN,recall,0.3949579831932773
beto,WOMEN,recall,0.34057971014492755
beto,WOMEN,recall,0.36879432624113473
beto,WOMEN,recall,0.37410071942446044
beto,WOMEN,recall,0.32786885245901637
beto,WOMEN,recall,0.31932773109243695
beto,WOMEN,recall,0.38028169014084506
beto,WOMEN,recall,0.30656934306569344
beto,WOMEN,recall,0.4014084507042254
beto,WOMEN,recall,0.3188405797101449
beto,WOMEN,recall,0.3591549295774648
beto,WOMEN,recall,0.33793103448275863
beto,WOMEN,recall,0.2905982905982906
beto,WOMEN,recall,0.38620689655172413
beto,WOMEN,recall,0.33064516129032256
beto,WOMEN,recall,0.35537190082644626
beto,WOMEN,recall,0.3333333333333333
beto,WOMEN,recall,0.3082191780821918
beto,WOMEN,recall,0.3435114503816794
beto,WOMEN,recall,0.4420289855072464
beto,WOMEN,recall,0.3732394366197183
beto,WOMEN,recall,0.3162393162393162
beto,WOMEN,recall,0.24427480916030533
beto,WOMEN,recall,0.3333333333333333
beto,WOMEN,recall,0.31496062992125984
beto,WOMEN,recall,0.31851851851851853
beto,WOMEN,recall,0.3050847457627119
beto,WOMEN,recall,0.32142857142857145
beto,WOMEN,recall,0.3652173913043478
beto,WOMEN,recall,0.2923076923076923
beto,WOMEN,recall,0.33076923076923076
beto,WOMEN,recall,0.38
beto,WOMEN,recall,0.291044776119403
beto,WOMEN,recall,0.2719298245614035
beto,WOMEN,recall,0.3897058823529412
beto,WOMEN,recall,0.38666666666666666
beto,WOMEN,recall,0.35877862595419846
beto,WOMEN,recall,0.3643410852713178
beto,WOMEN,recall,0.32167832167832167
beto,WOMEN,recall,0.3879310344827586
beto,WOMEN,recall,0.296875
beto,WOMEN,f1,0.3930131004366813
beto,WOMEN,f1,0.5116279069767442
beto,WOMEN,f1,0.5128205128205129
beto,WOMEN,f1,0.39175257731958757
beto,WOMEN,f1,0.44843049327354256
beto,WOMEN,f1,0.43243243243243246
beto,WOMEN,f1,0.4200913242009133
beto,WOMEN,f1,0.3880597014925373
beto,WOMEN,f1,0.4383561643835616
beto,WOMEN,f1,0.44660194174757284
beto,WOMEN,f1,0.41777777777777775
beto,WOMEN,f1,0.4245810055865921
beto,WOMEN,f1,0.4039408866995074
beto,WOMEN,f1,0.467741935483871
beto,WOMEN,f1,0.4042553191489362
beto,WOMEN,f1,0.38596491228070173
beto,WOMEN,f1,0.42990654205607476
beto,WOMEN,f1,0.46363636363636357
beto,WOMEN,f1,0.40384615384615385
beto,WOMEN,f1,0.41
beto,WOMEN,f1,0.4669603524229075
beto,WOMEN,f1,0.482051282051282
beto,WOMEN,f1,0.43781094527363185
beto,WOMEN,f1,0.44086021505376344
beto,WOMEN,f1,0.3946188340807175
beto,WOMEN,f1,0.41441441441441434
beto,WOMEN,f1,0.36082474226804123
beto,WOMEN,f1,0.3445378151260504
beto,WOMEN,f1,0.4262295081967213
beto,WOMEN,f1,0.3936170212765957
beto,WOMEN,f1,0.463768115942029
beto,WOMEN,f1,0.4640883977900552
beto,WOMEN,f1,0.39195979899497485
beto,WOMEN,f1,0.38578680203045684
beto,WOMEN,f1,0.47761194029850745
beto,WOMEN,f1,0.46153846153846156
beto,WOMEN,f1,0.43478260869565216
beto,WOMEN,f1,0.4528301886792453
beto,WOMEN,f1,0.3853211009174312
beto,WOMEN,f1,0.5599999999999999
beto,WOMEN,f1,0.44
beto,WOMEN,f1,0.48181818181818176
beto,WOMEN,f1,0.46788990825688076
beto,WOMEN,f1,0.4871794871794871
beto,WOMEN,f1,0.42201834862385323
beto,WOMEN,f1,0.4864864864864865
beto,WOMEN,f1,0.45320197044334976
beto,WOMEN,f1,0.39999999999999997
beto,WOMEN,f1,0.43049327354260086
beto,WOMEN,f1,0.4607843137254902
beto,WOMEN,f1,0.39153439153439157
beto,WOMEN,f1,0.42654028436018965
beto,WOMEN,f1,0.43137254901960786
beto,WOMEN,f1,0.4375
beto,WOMEN,f1,0.3963133640552995
beto,WOMEN,f1,0.36082474226804123
beto,WOMEN,f1,0.3431952662721893
beto,WOMEN,f1,0.41346153846153844
beto,WOMEN,f1,0.42458100558659223
beto,WOMEN,f1,0.47488584474885837
beto,WOMEN,f1,0.5185185185185185
beto,WOMEN,f1,0.4672897196261683
beto,WOMEN,f1,0.4392523364485982
beto,WOMEN,f1,0.3888888888888889
beto,WOMEN,f1,0.3856502242152467
beto,WOMEN,f1,0.39195979899497485
beto,WOMEN,f1,0.4064171122994652
beto,WOMEN,f1,0.3980582524271845
beto,WOMEN,f1,0.4145077720207253
beto,WOMEN,f1,0.43809523809523804
beto,WOMEN,f1,0.460093896713615
beto,WOMEN,f1,0.41584158415841577
beto,WOMEN,f1,0.4380952380952381
beto,WOMEN,f1,0.415929203539823
beto,WOMEN,f1,0.35185185185185186
beto,WOMEN,f1,0.46413502109704635
beto,WOMEN,f1,0.43349753694581283
beto,WOMEN,f1,0.45581395348837206
beto,WOMEN,f1,0.48341232227488146
beto,WOMEN,f1,0.4682926829268293
beto,WOMEN,f1,0.45810055865921784
beto,WOMEN,f1,0.4174757281553398
beto,WOMEN,f1,0.41
beto,WOMEN,f1,0.4477611940298508
beto,WOMEN,f1,0.45098039215686275
beto,WOMEN,f1,0.3870967741935484
beto,WOMEN,f1,0.44651162790697674
beto,WOMEN,f1,0.4411764705882353
beto,WOMEN,f1,0.43956043956043955
beto,WOMEN,f1,0.43946188340807174
beto,WOMEN,f1,0.3761467889908257
beto,WOMEN,f1,0.4
beto,WOMEN,f1,0.44230769230769235
beto,WOMEN,f1,0.35789473684210527
beto,WOMEN,f1,0.3756345177664974
beto,WOMEN,f1,0.4522613065326633
beto,WOMEN,f1,0.3353293413173653
beto,WOMEN,f1,0.48739495798319327
beto,WOMEN,f1,0.3608247422680412
beto,WOMEN,f1,0.35051546391752575
beto,WOMEN,f1,0.387434554973822
beto,WOMEN,f1,0.38317757009345793
beto,WOMEN,f1,0.4651162790697674
beto,WOMEN,f1,0.4554455445544555
beto,WOMEN,f1,0.4897959183673469
beto,WOMEN,f1,0.4272727272727273
beto,WOMEN,f1,0.46305418719211827
beto,WOMEN,f1,0.42211055276381915
beto,WOMEN,f1,0.5118483412322274
beto,WOMEN,f1,0.47
beto,WOMEN,f1,0.4372093023255814
beto,WOMEN,f1,0.4622222222222222
beto,WOMEN,f1,0.4581497797356828
beto,WOMEN,f1,0.39408866995073893
beto,WOMEN,f1,0.4175824175824176
beto,WOMEN,f1,0.45762711864406785
beto,WOMEN,f1,0.40579710144927544
beto,WOMEN,f1,0.5089285714285715
beto,WOMEN,f1,0.40366972477064217
beto,WOMEN,f1,0.44155844155844154
beto,WOMEN,f1,0.44954128440366975
beto,WOMEN,f1,0.384180790960452
beto,WOMEN,f1,0.47863247863247854
beto,WOMEN,f1,0.42268041237113396
beto,WOMEN,f1,0.43000000000000005
beto,WOMEN,f1,0.4363636363636364
beto,WOMEN,f1,0.4109589041095891
beto,WOMEN,f1,0.4166666666666667
beto,WOMEN,f1,0.5495495495495495
beto,WOMEN,f1,0.5
beto,WOMEN,f1,0.3936170212765957
beto,WOMEN,f1,0.3333333333333333
beto,WOMEN,f1,0.43243243243243246
beto,WOMEN,f1,0.4
beto,WOMEN,f1,0.4134615384615385
beto,WOMEN,f1,0.3711340206185567
beto,WOMEN,f1,0.4147465437788018
beto,WOMEN,f1,0.4565217391304348
beto,WOMEN,f1,0.3838383838383838
beto,WOMEN,f1,0.42156862745098034
beto,WOMEN,f1,0.4710743801652893
beto,WOMEN,f1,0.3939393939393939
beto,WOMEN,f1,0.34831460674157305
beto,WOMEN,f1,0.4753363228699552
beto,WOMEN,f1,0.4936170212765957
beto,WOMEN,f1,0.43720930232558136
beto,WOMEN,f1,0.45192307692307687
beto,WOMEN,f1,0.4144144144144144
beto,WOMEN,f1,0.46874999999999994
beto,WOMEN,f1,0.3917525773195876
beto,LGBTI,precision,0.5961538461538461
beto,LGBTI,precision,0.5846153846153846
beto,LGBTI,precision,0.543859649122807
beto,LGBTI,precision,0.5686274509803921
beto,LGBTI,precision,0.625
beto,LGBTI,precision,0.6382978723404256
beto,LGBTI,precision,0.543859649122807
beto,LGBTI,precision,0.5166666666666667
beto,LGBTI,precision,0.52
beto,LGBTI,precision,0.75
beto,LGBTI,precision,0.5
beto,LGBTI,precision,0.6507936507936508
beto,LGBTI,precision,0.6111111111111112
beto,LGBTI,precision,0.4716981132075472
beto,LGBTI,precision,0.6440677966101694
beto,LGBTI,precision,0.6166666666666667
beto,LGBTI,precision,0.5490196078431373
beto,LGBTI,precision,0.6153846153846154
beto,LGBTI,precision,0.7045454545454546
beto,LGBTI,precision,0.65
beto,LGBTI,precision,0.6
beto,LGBTI,precision,0.5833333333333334
beto,LGBTI,precision,0.48214285714285715
beto,LGBTI,precision,0.5384615384615384
beto,LGBTI,precision,0.6290322580645161
beto,LGBTI,precision,0.6181818181818182
beto,LGBTI,precision,0.6190476190476191
beto,LGBTI,precision,0.6727272727272727
beto,LGBTI,precision,0.6041666666666666
beto,LGBTI,precision,0.7017543859649122
beto,LGBTI,precision,0.6666666666666666
beto,LGBTI,precision,0.5614035087719298
beto,LGBTI,precision,0.7222222222222222
beto,LGBTI,precision,0.5362318840579711
beto,LGBTI,precision,0.6140350877192983
beto,LGBTI,precision,0.6888888888888889
beto,LGBTI,precision,0.5306122448979592
beto,LGBTI,precision,0.609375
beto,LGBTI,precision,0.5606060606060606
beto,LGBTI,precision,0.5416666666666666
beto,LGBTI,precision,0.6031746031746031
beto,LGBTI,precision,0.660377358490566
beto,LGBTI,precision,0.4918032786885246
beto,LGBTI,precision,0.6585365853658537
beto,LGBTI,precision,0.5357142857142857
beto,LGBTI,precision,0.5614035087719298
beto,LGBTI,precision,0.6060606060606061
beto,LGBTI,precision,0.5483870967741935
beto,LGBTI,precision,0.6226415094339622
beto,LGBTI,precision,0.52
beto,LGBTI,precision,0.6140350877192983
beto,LGBTI,precision,0.4909090909090909
beto,LGBTI,precision,0.4576271186440678
beto,LGBTI,precision,0.6101694915254238
beto,LGBTI,precision,0.5972222222222222
beto,LGBTI,precision,0.5
beto,LGBTI,precision,0.5689655172413793
beto,LGBTI,precision,0.5686274509803921
beto,LGBTI,precision,0.6307692307692307
beto,LGBTI,precision,0.66
beto,LGBTI,precision,0.5686274509803921
beto,LGBTI,precision,0.5245901639344263
beto,LGBTI,precision,0.6166666666666667
beto,LGBTI,precision,0.6896551724137931
beto,LGBTI,precision,0.676923076923077
beto,LGBTI,precision,0.5535714285714286
beto,LGBTI,precision,0.47540983606557374
beto,LGBTI,precision,0.5535714285714286
beto,LGBTI,precision,0.6744186046511628
beto,LGBTI,precision,0.56
beto,LGBTI,precision,0.4897959183673469
beto,LGBTI,precision,0.5510204081632653
beto,LGBTI,precision,0.5714285714285714
beto,LGBTI,precision,0.6086956521739131
beto,LGBTI,precision,0.55
beto,LGBTI,precision,0.5769230769230769
beto,LGBTI,precision,0.6
beto,LGBTI,precision,0.5319148936170213
beto,LGBTI,precision,0.6140350877192983
