id,context_tweet,text,chatgpt_output,pred
383807,🔴 AHORA | El gobierno porteño adelantó que la nueva cuarentena tendrá una fecha de finalización concreta https://t.co/Mu5y2vf9bw https://t.co/N3Z61jmfAJ,@usuario No seas trolo infogarcha. Que es esa foto de perfil?,"La expresión ""trolo"" es un término regional en Argentina usado para referirse a una persona homosexual. La respuesta final es sí.",1
337384,"Aborto legal: el Gobierno mantiene la idea de enviar el proyecto este año, pero no será hasta después de septiembre | Por Marcos Shaw
https://t.co/kIMcSBkV70",@usuario Cómo les gusta que las usen a estas pelotudas,"El comentario contiene la expresión ""pelotudas"", la cual no es exclusiva de Argentina pero es un término coloquial utilizado comúnmente en este país para referirse de forma despectiva a las mujeres. Por lo tanto, la respuesta final es sí.",1
382532,Argentina comenzará a testear una vacuna china en Fase 3 contra el coronavirus | Por Martín Dinatale https://t.co/iFPDfUHv04,"@usuario Nos van a poner todas las vacunas que encuentren, por las dudas y para ahorrar #GobiernoDeCientificos",El comentario no contiene expresiones regionales. La respuesta final es no.,0
380568,La científica argentina Sandra Pitta apuntó su visión crítica sobre el manejo de la pandemia: “Se hicieron las cosas mal en la Argentina” | Por Daniela Blanco https://t.co/j7IqUGoNEY,@usuario La eSSperta,No hay expresión regional en el comentario. La respuesta final es no.,0
340081,Luis D'Elía dio positivo de coronavirus y está internado https://t.co/6X9OvW55Ix,@usuario Me imagino que está internado en un hospital popular,"La expresión ""hospital popular"" no es un término regional del español de Argentina. La respuesta final es no.",0
406647,"El descargo de Dolores Etchevehere: ""El ingreso al predio fue sin violencia, así que no hay usurpación"" https://t.co/oDxbH1CEJR",@usuario Jajajajajja que HDP... VENDIO SUS ACCIONES Y AHORA FUE DE OCUPA.,"La expresión ""HDP"" es un término coloquial y no necesariamente regional en Argentina, ya que se utiliza en varios países de habla hispana. La respuesta final es no.",0
346905,Dos plagas que sacuden a Estados Unidos: el coronavirus y la violencia policial contra los negros https://t.co/frO8vnb5CJ,@usuario La única plaga es el progresismo.,"La expresión ""progresismo"" no es un término regional del español de Argentina. La respuesta final es no.",0
346920,China amenazó con boicotear el consumo de productos australianos si el gobierno insiste en investigar el origen la pandemia https://t.co/iqk40JBljm,"@usuario A, encima se ofenden.","La expresión ""A, encima se ofenden"" no es un término regional del español de Argentina. La respuesta final es no.",0
399489,Pablo Moyano amenaza con un paro de recolectores en la Ciudad de Buenos Aires https://t.co/tPArqK6otB https://t.co/8F6nHRi0Jr,@usuario CUANTA PLATA TIENEN ENTRE ESTOS TRES TIPOS. SON MULTIMILLONARIOS.,El comentario no contiene expresiones regionales. La respuesta final es no.,0
366623,Carta de los presos de Devoto a familiares de víctimas: pedido de perdón e invitación a una mesa de diálogo https://t.co/Xw5emh8Hut,@usuario Qué locura!,El comentario no contiene expresiones regionales. La respuesta final es no.,0
377419,La historia de la modelo colombiana trans que besa la panza de su esposo embarazado de ocho meses https://t.co/9eSCC1eOHj,@usuario Ya es cualquiera,"La expresión ""ya es cualquiera"" no es un término regional del español de Argentina. La respuesta final es no.",0
383887,La “diplomacia de las mascarillas” del régimen chino llegó con una sorpresa desagradable: millones de artículos en mal estado https://t.co/QnD7q7KAsB,"@usuario De una dictadura como la China con sus manos manchadas de sangre y un virus hecho en su laboratorio de Wuhan nada bueno se puede esperar, el mundo no debería comerciar más con China hasta que retorne allí la libertad y democracia  para sus habitantes",El comentario no contiene expresiones regionales. La respuesta final es no.,0
400844,Acuerdo con Putin para que Rusia instale una base satelital en el país https://t.co/DzBcOtBdSV,@usuario @usuario El problema sería...?,El comentario no contiene expresiones regionales. La respuesta final es no.,0
401278,"La frase homofóbica de Jair Bolsonaro al hablar del COVID-19 en Brasil: “Todos nos vamos a morir un día, dejen de ser un país de maricas” https://t.co/QDn9vMUYHh",@usuario El Sr. Presidente de Brasil tiene toda la razón !!!,"La expresión ""maricas"" es un término regional en Argentina utilizado de forma despectiva para referirse a personas homosexuales. Aunque la noticia trata sobre Brasil, la expresión utilizada en el comentario es argentina. La respuesta final es sí.",1
388011,Decepción e incertidumbre: cómo se vivió en el Gobierno el fracaso de la movilización virtual por el 17 de Octubre | Por Silvia Mercado https://t.co/x5mO19NGep,"@usuario Silvia Mercado escribe deceocion, incertidumbre y fracaso como resumen de ayer... se nota q quiere seguir  aprovechandose de la estupides de sus lectores...","La expresión regional en este caso sería ""17 de Octubre"", que hace referencia al Día de la Lealtad Peronista en Argentina. La respuesta final es sí.",1
407229,Las razones de la Justicia para dejar libre al acusado de drogar y violar a la joven venezolana en su primer día de trabajo | Por Leonardo Scannone https://t.co/xeCBm8I0MC,@usuario Qué pasa que el “colectivo feminista” no colgó aún a la jueza en la plaza pública?,"La expresión ""colectivo feminista"" no es un término regional del español de Argentina. La respuesta final es no.",0
333319,La furia de Migue Granados contra los vecinos de Recoleta que bailaron en la calle: “Estos imbéciles nos ocupan las camas después” https://t.co/u0XdaorcA2,@usuario ¿Quién carajo es Miguel Granados?,"La pregunta ""¿Quién carajo es Miguel Granados?"" no contiene expresiones regionales. La respuesta final es no.",0
353222,"Ofelia Fernández, contra Macri por su carta: ""Qué gratis es la hipocresía "" https://t.co/YiuZlMWilY https://t.co/il6MNE1w8a","@usuario Totalmente @usuario tenes razón. VOS SOS LA HIPOCRITA NUMERO UNO, cuando dijiste que no ibas a cobrsrtu sueldo negra sucia","La expresión ""negra sucia"" es un término regional en Argentina usado de forma peyorativa para referirse a una persona de clase social baja. La respuesta final es sí.",1
373316,El gobierno kirchnerista profundiza la relación con el régimen chino: compraría blindados que descarta su propio ejército | Por Román Lejtman https://t.co/NJ3zFIHDzv,@usuario La izquierda latinoamericana estrechando lazos con el gigante asiático que quiere avanzar en nuestro Continente.,"La expresión ""izquierda latinoamericana"" no es un regionalismo específico de Argentina, sino que se refiere a un término político más amplio que se utiliza en diversos países de la región. La respuesta final es no.",0
387608,Uruguay aprobó las “vacaciones fiscales” por 10 años para los extranjeros que obtengan la residencia | Por David Cayón https://t.co/4A5YbIx6jG,"@usuario En Uruguay están bajandole los impuestos a los ricos y aumentando le a los pobres.

Eso votaron y se arrepintieron.","La expresión ""bajandole los impuestos a los ricos"" no es un término regional del español de Argentina, ya que es una expresión común en varios países y no se relaciona específicamente con el español de Argentina. Por lo tanto, la respuesta final es no.",0
374855,Tatiana tenía 15 años y muchos sueños por cumplir: estaba en su casa cuando fue atacada por un vecino que intentó violarla y la apuñaló al menos ocho veces https://t.co/do1zAfpH6j,"@usuario HAY QUE MATARLO

M 
A
T
A
R
L
O","La expresión ""HAY QUE MATARLO M A T A R L O"" no contiene expresiones regionales. La respuesta final es no.",0
367499,Los pesqueros chinos están poniendo en riesgo la supervivencia de diversas especies animales en las islas Galápagos https://t.co/5wEfAp5YCK,@usuario Son lo peor que le pasó al mundo estos chinos.,"La expresión ""estos chinos"" no es necesariamente una expresión regional, ya que podría referirse simplemente a una crítica hacia el grupo de personas de nacionalidad china que se mencionan en la noticia. Por lo tanto, la respuesta final es no.",0
385509,"Kathleen Kruger, jefa del Bayern Munich: la ""mujer fuerte"" detrás del éxito https://t.co/TPtnU4s6S4",@usuario Gracias a la ley de cupos!!!!... Ha no para..,"La expresión ""Ha no para.."" no es un término regional del español de Argentina. La respuesta final es no.",0
387397,Detuvieron a un docente de un colegio primario de Villa Devoto por pedofilia: lo encontraron en la cama con un alumno de 14 años https://t.co/xqwjkePm5i,"@usuario Es un verdadero hdp, se tendría que pudrir en la cárcel, una lacra!!!!",El comentario no contiene expresiones regionales. La respuesta final es no.,0
390526,Elizabeth Gómez Alcorta: 'Los abortos clandestinos se llevan la vida de cientos de mujeres' https://t.co/WjHRBE6hLs,@usuario Y mi abuela planchaba resortes,"La expresión ""Y mi abuela planchaba resortes"" no es un término regional del español de Argentina. La respuesta final es no.",0
359337,Detuvieron a una policía de la ciudad de Buenos Aires que mató de un tiro en la cabeza a un “robaruedas” https://t.co/V05cYakEBO,"@usuario El mundo al revés!!!!liberan asesinos,violadores,ladrones.ponen presos a policías @usuario",El comentario no contiene expresiones regionales. La respuesta final es no.,0
396276,"Juana Repetto, indignada por su viaje a Miami: '¡El avión iba explotado! Era un hormiguero' https://t.co/4r85gxRz4g",@usuario #Quédateencasa Juani. Jajaja q pelotudos q son,El comentario no contiene expresiones regionales. La respuesta final es no.,0
377179,"Eduardo Duhalde: ""Mi impresión es que Alberto Fernández está grogui, como De la Rúa"" https://t.co/AD51ow4bo1","@usuario Está siendo demaciado benevolente con  albertitere directamente no le da la cabeza a este inútil, incompetente que está de presidente.",El comentario no contiene expresiones regionales. La respuesta final es no.,0
379994,Un reducido grupo de manifestantes protestó contra la cuarentena en la Plaza de Mayo https://t.co/DQ6keSwPhO https://t.co/u0OSi1wwiO,@usuario Reducido??? El cerebro tenés reducido alcahuete,"La expresión ""alcahuete"" es un término regional en Argentina utilizado para referirse de manera despectiva a una persona que actúa como cómplice o colaborador. La respuesta final es sí.",1
382126,Porno en la pandemia: más mujeres aprovechan la cuarentena para descubrir qué las excita | Por Mariana Fernández Camacho https://t.co/f8kZju1bEe,@usuario Con razón estan todos los sitios saturados. 😂😂😂😂😂,"La expresión ""con razón están todos los sitios saturados"" no es de carácter regional. La respuesta final es no.",0
371803,Tremendo escándalo en las redes por un polémico tuit de Maximiliano Guerra contra Cristina y Florencia Kirchner https://t.co/RraE1Kb9cf,@usuario Vamos @usuario genio !!!!,"La expresión ""Vamos genio"" no es un término regional del español de Argentina. La respuesta final es no.",0
363527,El summum de la grieta: Cristina Kirchner tiene 0% de imagen positiva entre los macristas https://t.co/0VCpRP8N9M,@usuario ¡Que novedad!,"La expresión ""¡Que novedad!"" no es un regionalismo. La respuesta final es no.",0
336245,Intendentes del conurbano preocupados por la cuarentena: temen que haya violencia y saqueos https://t.co/GuWqPDc6NJ,@usuario La gente ahí vive de changas y al dia. Que raro que un gobierno que se dice del pueblo no haya caído. El armaron tal diario de Yrigoyen al cuis que no ve a dos metros de distancia. No sirve la cuarentena solo el testeo masivo.,"El comentario contiene algunas expresiones regionales como ""changa"" (trabajo informal), ""al dia"" (trabajo diario), ""Yrigoyen"" (en referencia a Hipólito Yrigoyen presidente argentino), ""cuis"" (persona tonta o poco inteligente), ""no sirve"" (no es efectivo o útil). Por lo tanto, la respuesta final es sí.",1
392887,El papa Francisco criticó a la gente que se va de vacaciones para evadir las cuarentenas https://t.co/F0wNI7cWmk,@usuario Re GAGA,"La expresión ""re gaga"" es de carácter regional y se utiliza para referirse de manera despectiva a una persona que se comporta de forma ridícula o exagerada. La respuesta final es sí.",1
363280,"Insólito: un buque chino inicialmente detenido por pescar ilegalmente en mar argentino, logró al final darse a la fuga | Por Sergio Serrichio https://t.co/rzUyxCSm5c",@usuario Son un chiste...,La respuesta final es no. No se utiliza ninguna expresión regional en el comentario dado.,0
379568,Alberto Fernández extendió el aislamiento hasta el 7 de junio. El Presidente argumentó que el crecimiento de casos registrado en los últimos días fue decisivo a la hora de decidir la prórroga del aislamiento https://t.co/xPjZkTsWoa https://t.co/kY3FGNsz5i,@usuario Parece un barrabrava no un presidente.,"La expresión ""barrabrava"" es un término regional en Argentina utilizado para referirse a los aficionados violentos de los equipos de fútbol. La respuesta final es sí.",1
384448,Militantes del Movimiento Evita tomaron por asalto el Concejo Deliberante de Tigre para que no asuma un integrante de La Cámpora https://t.co/ZKr4tLB2Z8,@usuario @usuario Ya se empiezan a matar entre ellos. Peronchos de manual,"El comentario contiene la expresión regional ""Peronchos"", que se utiliza de manera despectiva para referirse a seguidores del peronismo. Por lo tanto, la respuesta final es sí.",1
388736,"Miguel Herrán, Río en La Casa de Papel, y el lado oscuro de su éxito: “El dinero me ha ensuciado como persona” https://t.co/tzb0tCN6Jq",@usuario ?? No queres que te limpie un poco???,"La expresión ""No queres que te limpie un poco?"" no es un término regional del español de Argentina. La respuesta final es no.",0
401605,Fabiola Yañez reconoció la labor de los comedores comunitarios: “Todos ustedes son verdaderos y verdaderas patriotas” https://t.co/hlmBrf4Dv8,@usuario Romantizando la pobreza since Perón.,"La expresión ""Romantizando la pobreza since Perón"" no es un término regional del español de Argentina. La respuesta final es no.",0
407049,"El tamaño, ¿importa?: cómo medirlo y consejos para una penetración más placentera | Por Cecilia Ce https://t.co/6MNdfYk5LI",@usuario Jaja parece que le mete hasta los huevos. Lo mide desde ahí en la foto. Que notita navideña,"La expresión ""le mete hasta los huevos"" es una expresión coloquial y vulgar utilizada en Argentina para referirse a una penetración profunda y completa en una relación sexual. Por lo tanto, la respuesta final es sí, existe un término regional en el comentario.",1
372794,"Cristina Kirchner quiere habilitar las sesiones virtuales para votar el ""impuesto a los ricos"" y se abre la pelea por la validez legal de las sesiones https://t.co/wKHF7mnnCi",@usuario Muy bien !!,El comentario no contiene expresiones regionales. La respuesta final es no.,0
402623,En prisión: Q-Shaman se niega a comer y su mamá pidió que le den comida orgánica https://t.co/GkatGDvoe2 https://t.co/e0CxNaY1ZL,@usuario Estos libertarios jajajaj 🤡🤡,El comentario no contiene expresiones regionales. La respuesta final es no.,0
384403,Interna por la Villa 31: AySA apunta al Gobierno de la Ciudad por la falta de agua https://t.co/GWDIQ3mi1T,"@usuario INTERNA???? 
Irresponsabilidad diría yo 
@usuario debe dar agua, no?","La palabra ""interna"" no es un término regional específico de Argentina, ya que se utiliza de la misma manera en otras variedades del español. Por lo tanto, la respuesta final es no.",0
344738,"Coronavirus. Eugenio Zaffaroni defendió la liberación de presos: ""Nadie habla de soltar a violadores y homicidas, sino de evitar una masacre"" https://t.co/azchUiVvBt https://t.co/dLKfmfnEM7",@usuario Depende dnde sea la masacre. Presos o sueltos?,El comentario no contiene expresiones regionales. La respuesta final es no.,0
376574,Al menos 7 muertos en China a causa de un virus transmitido por garrapatas #EramosMucho #YLlegaronLasGarrapatas #VirusChinoRelacionadoConEsteBicho #YaMató7Personas #YDejóAOtras60EnElHospital #ConocéTodosLosDetalles https://t.co/k2hfxgfJZG,@usuario chinos de mierda nos van a llevar puestos a todos.,"La expresión ""chinos de mierda"" es una expresión ofensiva y despectiva que no es exclusiva de Argentina, por lo tanto no se considera un término regional en este caso. La respuesta final es no.",0
349555,Alerta en Brasil por una nueva gripe porcina que se transmite a los humanos y tiene capacidad de generar una pandemia https://t.co/oy7gl9yoIY,@usuario Me chupa los dos huevos juntos. Podrido estoy,"La expresión ""Me chupa los dos huevos juntos"" es de carácter regional en Argentina, utilizada para expresar indiferencia o falta de interés en algo. La respuesta final es sí.",1
328905,"Juan José Sebreli sobre la cuarentena: ""Promuevo algo perfectamente democrático, la desobediencia civil"" https://t.co/GckW5bbJrS https://t.co/aQCesuaTiW","@usuario Anda a chupar  pasamanos de colectivos 
Viejo Gaga!!","La expresión ""Viejo Gaga"" es de carácter regional en Argentina y se utiliza para referirse de manera despectiva a una persona mayor. La respuesta final es sí.",1
356261,“Acaban de declarar un virtual estado de sitio con la excusa de la cuarentena”: la crítica de una dirigente de izquierda que despertó polémica https://t.co/LFCsgdLvMe,@usuario Hambre mental...,El comentario no contiene expresiones regionales. La respuesta final es no.,0
403602,María Eugenia Vidal: “En Argentina las mujeres somos más que los hombres y debemos tener una representación de acuerdo a ello” https://t.co/CmhB77Xn2P,@usuario La presencia de las mujeres se gana por méritos y no por el solo hecho de ser mujeres. Sabelo.,El comentario no contiene expresiones regionales. La respuesta final es no.,0
347056,La OMS advirtió que “se está acelerando la pandemia y claramente no se llegó al pico” https://t.co/XJbKmIBst0,@usuario Miren gráficos señores!! En donde vive esta gente?? Los picos ya pasaron en la mayor parte del mundo,El comentario no contiene expresiones regionales. La respuesta final es no.,0
347712,El lapidario editorial de The Washington Post sobre el régimen chino y su advertencia a los países pobres: “El verdadero costo de hacer negocios con Beijing” https://t.co/Vet5FWijMd,"@usuario Unos genios los Chinos: ocultaron información y censuraron a gente que advirtió sobre el virus, y ahora que esto es una pandemia, le venden material sanitario defectuoso al mundo.",El comentario no contiene expresiones regionales. La respuesta final es no.,0
342890,Coronavirus: un diputado chileno propuso trasladar pacientes a la Argentina https://t.co/dvl4yg4g2C,@usuario Esto es una locura!!! No estan las fronteras “cerradas” juiiiiea chilenos,"La expresión ""juiiiea"" es un término regional del español de Argentina usado como un insulto hacia los chilenos. La respuesta final es sí.",1
342906,Coronavirus: China anuncia una donación de 30 millones de dólares a la OMS https://t.co/JUgxyvgRlT,"@usuario Ojalá que salga rápidamente la luz de verdad, por lo que veo mucha gente con cerebros lavados por las noticias falsas...",El comentario no contiene expresiones regionales. La respuesta final es no.,0
378792,"Quién es Kyle Rittenhouse, el adolescente de 17 años acusado de los homicidios durante las protestas en Wisconsin https://t.co/69WDTCy3PO","@usuario Cuando los trastornos mentales no son atendidos a tiempo, comúnmente, pasa esto.",El comentario no contiene expresiones regionales. La respuesta final es no.,0
373825,"Pibita trans, activista negra, ni hombre ni mujer: ""Mi cuerpo es mi resistencia” | Por Gisele Sousa Dias https://t.co/fqEmPmPGgA",@usuario cogote is aliveeee,"La expresión ""cogote is aliveee"" no es un término regional del español de Argentina, por lo que la respuesta final es no.",0
330903,Claribel Medina grabó y escrachó a los que se reúnen en un bar de Palermo https://t.co/wbroddNpRN,"@usuario Ahhhhhh estas envidiosa por no poder vos estar en el bar, como en alguna etapa de tu vida!! Ahhhhhh","La expresión ""Ah estas envidiosa"" es de carácter regional en Argentina, utilizada comúnmente para referirse a alguien que muestra envidia hacia otra persona. La respuesta final es sí.",1
365068,"Robledo Puch, entre lágrimas: “Quiero un arma para meterme un tiro o que me den una inyección letal” | Por Rodolfo Palacios https://t.co/6N88kU88gG","@usuario Pide morir, es un asunto serio, legalmente imposible pero razonable desde su óptica.","La respuesta final es no, ya que no se identifica ninguna expresión regional en el comentario.",0
387052,🔥[¡CON DIGNITY!]🔥 ¡Calu Rivero se desnudó para Instagram! &gt;&gt;&gt; La actriz revolucionó las redes sociales con una foto sin ropa y al borde de la censura. ¡Entrá a la nota y mirá! https://t.co/kyBBH3N2t6,@usuario Quien está desnutrida ???,"La expresión ""Quien está desnutrida"" no es un término regional del español de Argentina. La respuesta final es no.",0
337268,Oscar Martínez: premiado en Málaga y pensando en irse del país https://t.co/HHstJAWM5o,"@usuario Somos varios que nos queremos ir, lástima que no podemos..",El comentario no contiene expresiones regionales. La respuesta final es no.,0
356308,Morena Rial estaba haciendo una transmisión en vivo y comenzó a discutir con su novio https://t.co/uLAgLHZBqD,@usuario Como le gusta la guita al vago que culia,"La expresión ""Como le gusta la guita"" es una expresión coloquial argentina que significa que a la persona en cuestión le gusta mucho el dinero. Por lo tanto, la respuesta final es sí, hay un término regional en el comentario.",1
328653,"Florencia Kirchner íntima: cómo está de salud, el recuerdo de su padre y la vuelta al ""apocalipsis"" de Buenos Aires https://t.co/FKwaoo6pyJ",@usuario Intima??? Esta mina es ingarchable. Ni con un cricket te la levantas.,"La expresión ""ingarchable"" es de carácter regional en Argentina y se refiere a una persona que es difícil de conquistar o seducir. La respuesta final es sí.",1
357909,"Cecilia Moreau: ""No se puede permitir que la minoría le imponga a la mayoría qué temas discutir"" https://t.co/DIOKystxnf",@usuario Decile al descarado de tu viejo que no se duerma eso no debemos permitir.,"La expresión ""descarado"" es de uso común en todo el mundo hispanohablante y no es exclusiva del español de Argentina. Por lo tanto, la respuesta final es no.",0
392569,Coronavirus: Novaresio contó cuál es su condición para aplicarse la vacuna rusa https://t.co/jTXp7hU4gZ https://t.co/fmu5TEE6cq,@usuario Todos pensamos lo mismo verdad???,El comentario no contiene expresiones regionales. La respuesta final es no.,0
345059,Coronavirus en la Argentina. Se probarán dos vacunas chinas en el país https://t.co/Bs5EIXpXi1 https://t.co/0i0olmP7Cd,@usuario Que las prueben con los de la Matanza.,"La expresión ""los de la Matanza"" es de carácter regional y se refiere a los habitantes del partido de La Matanza, en la provincia de Buenos Aires, Argentina. La respuesta final es sí.",1
353053,El Polo Obrero realiza un corte en la Panamericana en contra de la flexibilización de la cuarentena y en reclamo de aumentos a los planes sociales https://t.co/fHOeCKJdY6,"@usuario A ver si entendí, cortan para q nadie vaya a laburar y q leaumente la limosna ??!!!","La expresión ""q leaumente la limosna"" es una forma coloquial de referirse al aumento de los planes sociales. Sin embargo, esta expresión no es exclusiva de la región de Argentina, por lo que la respuesta final es que no contiene un término o expresión regional específica.",0
381241,La angustia de Jimena Barón porque su hijo pasa la cuarentena con Daniel Osvaldo y “no quiere volver” https://t.co/1TD75TcJXC,@usuario Y porque sos insoportable 😂,El comentario no contiene expresiones regionales. La respuesta final es no.,0
339032,En Barcelona hallan restos de coronavirus de marzo 2019: ¿la pandemia empezó antes y no en Wuhan? https://t.co/nE1fku1RgV,@usuario Es que los chinos están en todos lados,"La expresión ""los chinos están en todos lados"" no es un término regional del español de Argentina. La respuesta final es no.",0
377315,"De la pareja a la “trieja”: tienen una relación de a tres y comparten casa, sexo, cama y proyectos de vida | Por Gisele Sousa Dias
https://t.co/hCFycsJIja",@usuario Perdón pero esta gente está enferma. Cómo vas a tener 6 gatos y encima 2 perros,"La expresión ""6 gatos"" es una expresión regional en Argentina usada para referirse de manera despectiva a una persona que tiene muchas mascotas. La respuesta final es sí.",1
370987,"Tras su salida de Casados con hijos, Érica Rivas contó cuándo se hizo feminista https://t.co/0jhdC6Bnyz https://t.co/ymHOSjcXP2",@usuario Borracha. Ahora le digo al canal que te alcance una etiqueta Roja,"La expresión ""etiqueta Roja"" no es un término o expresión regional del español de Argentina, por lo tanto la respuesta es no.",0
336013,Cristina Kirchner no afloja: le volvió a pegar a Horacio Rodríguez Larreta https://t.co/sy25AeYVu4,"@usuario Cristina, Cristina, Cristina, Cristina, Cristina, Cristina, Cristina, Cristina, Cristina y más Cristina....etc etc Cristina....",El comentario no contiene expresiones regionales. La respuesta final es no.,0
362362,"Alberto Fernández desalentó la marcha convocada a la Quinta de Olivos por Grabois: “Estamos en pandemia, no potenciemos el riesgo” https://t.co/0b5lObZ1T3","@usuario SOMOS EL PUEBLO !#PazYAdministracion
#TodosConAlberto
#ElPuebloConAxel","La expresión ""El Pueblo Con Axel"" no es un término regional del español de Argentina. La respuesta final es no.",0
357035,"Repudian una serie de declaraciones de Eduardo Feinmann sobre los chinos: ""El planeta se va a ocupar de ustedes"" https://t.co/jAdmpP04DL",@usuario Cuando la gente tiene el cerebro chiquito dice este tipo de barbaridades,"La expresión ""cerebro chiquito"" no es un término regional del español de Argentina, por lo que la respuesta final es no.",0
382198,🔴 AHORA | Putin anunció que Rusia desarrolló la “primera” vacuna contra el coronavirus https://t.co/XurRJ3FKSx https://t.co/8sgc48u6MR,@usuario ummmmmmmmmmmm como me cuesta creerle algo a este señor y a los chinos.,"La expresión ""umm"" no es un término regional del español de Argentina. La respuesta final es no.",0
344313,Coronavirus en Argentina: detienen a dos funcionarios de la Aduana que llevaban dinero de planes sociales argentinos a Paraguay https://t.co/HtxVVz1oZ2,@usuario Hasta cuando vamos a seguir manteniendo extranjeros mientras los nuestros se mueren de hambre @usuario ???,"La expresión ""los nuestros"" puede considerarse una expresión regional del español de Argentina, ya que se utiliza para referirse a los compatriotas o ciudadanos argentinos. Por lo tanto, la respuesta final es sí.",1
335963,Violencia: creció la cantidad de ladrones abatidos por policías en Buenos Aires https://t.co/A0pOfDGBSF https://t.co/GQDsaWPI2w,@usuario Viva la patria!,El comentario no contiene expresiones regionales. La respuesta final es no.,0
364951,"Evo Morales: “Con los bolivianos que votan en la Argentina podremos ganar las elecciones"" | Por Martín Dinatale https://t.co/IpICKLoTM7",@usuario Basura despreciable.,"La palabra ""basura"" es un término coloquial utilizado en Argentina para referirse de forma despectiva o despectiva a una persona o situación. Por lo tanto, la respuesta final es sí.",1
401539,Axel Kicillof recomendó una 'cuarentena previa' de 14 días para 'llegar sanos a Navidad y Año Nuevo' https://t.co/aYYhP6gYOJ,@usuario Cómo se nota que ninguno de estos ni sus votantes labura. Con que frialdad pueden decir que la gente se quede sin trabajar durante dos semanas más después de todo lo que le prohibieron durante el año,El comentario no contiene expresiones regionales. La respuesta final es no.,0
372652,Alberto Fernández avaló la primera marcha del peronismo en pandemia: cómo es el acto que prepara el Gobierno para el 17 de octubre | Por Silvia Mercado https://t.co/2YLk2jQro5,"@usuario El lunes 19 empiezan las clases, no? NO?",No hay expresiones regionales en el comentario. La respuesta final es no.,0
384536,"Tras el ataque a C5N, @SantiCafiero defendió al presidente @alferdez por la polémica con @diegoleuco: ""Las redes sociales están dividas en tribunas""

https://t.co/pBX4Kt0BW1","@usuario @usuario @usuario @usuario Leuco cree palabra sagrada, fomenta odio nada mas.","La expresión ""Leuco cree palabra sagrada"" no es un término regional, sino una crítica o opinión personal. La respuesta final es no.",0
364702,"Ex jefe de inteligencia británico: “Huawei no es una compañía de telecomunicaciones ordinaria, es parte del Ejército chino” https://t.co/7GEgvgLB6y",@usuario Que negocio se pierden Montoto y Hadad eh?,El comentario no contiene expresiones regionales. La respuesta final es no.,0
375004,"Santiago Cafiero, contra la oposición por relacionar al Gobierno con el crimen de Fabián Gutiérrez: “Están diciendo que nuestro espacio político manda a matar gente” https://t.co/jVgRAvD4DV","@usuario Si obvio capo, descubriste america",El comentario no contiene expresiones regionales. La respuesta final es no.,0
358248,"Juan, uno de los trabajadores de Falabella: ""Yo me iría del país con ellos"" https://t.co/rUnOcYrUsR",@usuario Vaya mijo,No hay ninguna expresión regional en el comentario. La respuesta final es no.,0
375920,A 65 años de la Revolución Libertadora: el acta completa que puso fin al Gobierno de Juan Domingo Perón | Por Diego Lo Tártaro https://t.co/Wz4QVRqx23,@usuario Que asco das infobae. DICTADURA no revolucion.,"La expresión ""DICTADURA no revolución"" es una expresión regional en Argentina, ya que hace referencia a la diferencia de opinión sobre cómo se había denominado históricamente a la Revolución Libertadora. La respuesta final es sí.",1
342207,"Coronavirus en Argentina: multas de 100 mil pesos y hasta 15 años de prisión para quienes rompan la cuarentena
https://t.co/UR8ZUGmDrg",@usuario @usuario Tambien pueden denunciar si ustedes tienen que estar en cuarentena y en su trabajo no les deja,El comentario no contiene expresiones regionales. La respuesta final es no.,0
407023,"El tamaño, ¿importa?: cómo medirlo y consejos para una penetración más placentera | Por Cecilia Ce https://t.co/6MNdfYk5LI",@usuario 🤔,El comentario no contiene expresiones regionales. La respuesta final es no.,0
375446,La declaración de un testigo del caso del jubilado que mató a un ladrón: “Levantaba la mano pidiendo ayuda y el hombre le volvió a disparar” | Por Leonardo Scannone https://t.co/46a0CqmsaD,"@usuario El jubilado no sólo fue asaltado sino que fue golpeado salvajemente por los delincuentes. Ni me quiero imaginar el dolor, el miedo y el shock en el que estaba ese hombre. Me importa un bledo del delincuente. UNO MENOS.",El comentario no contiene expresiones regionales. La respuesta final es no.,0
401639,La carta de Xi Jinping a Alberto Fernández aceleró el acuerdo comercial por 15 millones de vacunas chinas | Por Román Lejtman https://t.co/z9t97CBMPV,@usuario Hay q combatir el comunismo más q nunca. china se está infiltrando en todos los países!!,"La expresión ""china se está infiltrando en todos los países"" no es un regionalismo específico de Argentina, por lo tanto la respuesta final es no.",0
382924,"Andy Kusnetzoff vuelve a “PH, Podemos Hablar” tras recuperarse de coronavirus: “Tengo un compromiso con el programa y con mi público” | Por Pablo Riggio https://t.co/i8aAQIZ4yq",@usuario QUE NECESIDAD DE HACERLO AL AIRE.HACELO PRIVADO LOCO.QUE VAS A GANAR CON ESO?,El comentario no contiene expresiones regionales. La respuesta final es no.,0
345046,Coronavirus en la Argentina. Se probarán dos vacunas chinas en el país https://t.co/Bs5EIXpXi1 https://t.co/0i0olmP7Cd,@usuario Ni en pedo me la pongo,"La expresión ""ni en pedo"" es un término regional en Argentina que significa que la persona no lo hará bajo ninguna circunstancia. La respuesta final es sí.",1
